timestamp,dataset,trial,notes,num_exams,num_periods,num_rooms,num_students,conflict_density,num_period_constraints,num_room_constraints,algorithm,runtime,iterations,memory_peak_mb,solver_status,feasible,hard_violations,soft_penalty,conflicts,room_occupancy,period_utilisation,period_related,room_related,two_in_a_row,two_in_a_day,period_spread,non_mixed_durations,front_load,period_penalty,room_penalty,cfg_tabu_iters,cfg_tabu_tenure,cfg_hho_pop,cfg_hho_iters,cfg_sa_iters,cfg_kempe_iters,cfg_alns_iters,cfg_gd_iters,cfg_seed
2026-04-05T09:13:02.330842,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,Simulated Annealing,0.784397,3000,0,,True,0,40861,0,0,0,0,0,16051,0,15510,1280,270,1550,6200,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:02.330927,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,ALNS,2.698678,1000,0,,True,0,34452,0,0,0,0,0,12635,0,16107,1270,220,920,3300,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:02.331003,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,Great Deluge,0.964857,3000,0,,True,0,54258,0,0,0,0,0,21819,0,21689,1480,260,2060,6950,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:24.146407,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,Greedy,0.0392,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.146699,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,Tabu Search,1.144306,594,0,,True,0,48693,0,0,0,0,0,23895,10310,3578,3650,460,5350,1450,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.146800,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,HHO,9.308369,150,0,,True,0,4382,0,0,0,0,0,225,170,72,1450,725,200,1540,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.146887,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,Kempe Chain,2.969965,2000,0,,True,0,26309,0,0,0,0,0,11550,6750,1524,1100,745,3100,1540,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.146950,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,Simulated Annealing,0.892965,3000,0,,True,0,12786,0,0,0,0,0,2730,2115,1051,2075,905,2800,1110,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.146997,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,ALNS,5.888834,1000,0,,True,0,4207,0,0,0,0,0,0,935,37,2550,575,100,10,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:24.147048,exam_comp_set2,0,,870,40,49,12484,0.0117,12,2,Great Deluge,1.321229,3000,0,,True,0,99727,0,0,0,0,0,65220,17740,6832,3375,350,5050,1160,1000,20,30,150,3000,2000,1000,3000,42
2026-04-05T09:13:46.811215,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,Greedy,0.039891,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.811598,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,Tabu Search,1.520956,733,0,,True,0,16004,0,0,0,0,0,2970,2695,1084,3700,645,3750,1160,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.811717,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,HHO,9.105839,150,0,,True,0,3931,0,0,0,0,0,105,205,76,1100,755,150,1540,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.811799,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,Kempe Chain,2.977872,2000,0,,True,0,51072,0,0,0,0,0,34830,6280,3592,1200,680,2950,1540,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.811885,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,Simulated Annealing,2.221947,3000,0,,True,0,127780,0,0,0,0,0,88635,19820,8655,3525,285,5450,1410,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.811958,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,ALNS,5.217693,1000,0,,True,0,3601,0,0,0,0,0,60,400,16,2450,575,100,0,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:13:46.812029,exam_comp_set2,1,,870,40,49,12484,0.0117,12,2,Great Deluge,1.43247,3000,0,,True,0,74752,0,0,0,0,0,48435,12525,4957,3125,500,4200,1010,1000,20,30,150,3000,2000,1000,3000,1042
2026-04-05T09:14:07.738240,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,Greedy,0.039992,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738635,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,Tabu Search,1.212811,614,0,,True,0,40891,0,0,0,0,0,17685,9275,3051,3675,495,5300,1410,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738755,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,HHO,8.534841,150,0,,True,0,3978,0,0,0,0,0,15,130,13,1275,755,250,1540,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738839,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,Kempe Chain,2.99974,2000,0,,True,0,33123,0,0,0,0,0,18060,7020,1728,1200,725,2850,1540,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738896,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,Simulated Annealing,1.223006,3000,0,,True,0,92551,0,0,0,0,0,60615,15120,6621,3675,420,4850,1250,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738941,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,ALNS,5.41087,1000,0,,True,0,4070,0,0,0,0,0,0,705,100,2575,590,100,0,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:07.738993,exam_comp_set2,2,,870,40,49,12484,0.0117,12,2,Great Deluge,1.36107,3000,0,,True,0,10159,0,0,0,0,0,1770,1645,684,2650,740,2150,520,1000,20,30,150,3000,2000,1000,3000,2042
2026-04-05T09:14:29.841116,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,Greedy,0.044582,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841346,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,Tabu Search,1.378756,577,0,,True,0,60977,0,0,0,0,0,31140,14580,4242,3650,405,5500,1460,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841447,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,HHO,9.04919,150,0,,True,0,4131,0,0,0,0,0,105,155,56,1400,725,150,1540,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841527,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,Kempe Chain,2.899815,2000,0,,True,0,30571,0,0,0,0,0,17760,3870,2041,1125,735,3500,1540,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841621,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,Simulated Annealing,1.509626,3000,0,,True,0,50403,0,0,0,0,0,29565,8420,3633,2675,630,4200,1280,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841694,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,ALNS,5.589397,1000,0,,True,0,4415,0,0,0,0,0,0,985,10,2775,545,100,0,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:29.841765,exam_comp_set2,3,,870,40,49,12484,0.0117,12,2,Great Deluge,1.482434,3000,0,,True,0,36728,0,0,0,0,0,20895,4980,2798,2950,615,3500,990,1000,20,30,150,3000,2000,1000,3000,3042
2026-04-05T09:14:51.833179,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,Greedy,0.039207,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833422,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,Tabu Search,1.30661,667,0,,True,0,26409,0,0,0,0,0,8610,5615,1774,3825,565,4700,1320,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833516,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,HHO,9.464046,150,0,,True,0,4061,0,0,0,0,0,75,215,21,1200,760,250,1540,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833566,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,Kempe Chain,3.257025,2000,0,,True,0,39275,0,0,0,0,0,24450,5150,2855,1025,705,3550,1540,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833614,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,Simulated Annealing,1.115364,3000,0,,True,0,9448,0,0,0,0,0,1320,1775,703,1925,805,2150,770,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833657,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,ALNS,5.435305,1000,0,,True,0,4223,0,0,0,0,0,0,620,3,2925,575,100,0,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:14:51.833730,exam_comp_set2,4,,870,40,49,12484,0.0117,12,2,Great Deluge,1.231422,3000,0,,True,0,89560,0,0,0,0,0,60990,12190,6160,3450,410,5100,1260,1000,20,30,150,3000,2000,1000,3000,4042
2026-04-05T09:15:12.634077,exam_comp_set2,5,,870,40,49,12484,0.0117,12,2,Greedy,0.040157,0,0,,True,0,191523,0,0,0,0,0,138750,28250,12913,3850,120,6100,1540,1000,20,30,150,3000,2000,1000,3000,5042
2026-04-05T09:15:12.634354,exam_comp_set2,5,,870,40,49,12484,0.0117,12,2,Tabu Search,1.074152,573,0,,True,0,63543,0,0,0,0,0,34620,13125,4783,3700,385,5450,1480,1000,20,30,150,3000,2000,1000,3000,5042
